ID,Customer Types → Display Name,Industries → Name
32818,Enterprise,Fashion & Beauty
32822,Enterprise,Construction
32823,Enterprise,Leisure & Entertainment
32830,Enterprise,General Services
32831,Sole Proprietorship,Fashion & Beauty
32833,Enterprise,Fashion & Beauty
32837,Sole Proprietorship,Technology
32840,Enterprise,Auto Parts
32842,Enterprise,Electronics
32847,Enterprise,Furniture
32855,NGO,NGOs
32857,Enterprise,Financial Services
32862,Enterprise,General Services
32864,Enterprise,General Services
32865,Enterprise,Food & Beverage
32867,Enterprise,Furniture
32871,Enterprise,Fashion & Beauty
32872,Enterprise,General Services
32874,Enterprise,Fashion & Beauty
32875,Limited Liability,Agriculture
32878,Enterprise,Others
32880,Enterprise,Fashion & Beauty
32886,Enterprise,Financial Services
32894,Enterprise,Fashion & Beauty
32906,Enterprise,Financial Services
32910,Enterprise,Schools
32917,Enterprise,Fashion & Beauty
32919,Sole Proprietorship,Auto Parts
32922,Enterprise,General Services
32925,Enterprise,Construction
32927,Enterprise,Others
32929,Limited Liability,Technology
32931,Enterprise,Fashion & Beauty
32944,Limited Liability,Construction
32953,Enterprise,Technology
32955,Enterprise,General Services
32958,Enterprise,Digital Services
32967,Enterprise,Fashion & Beauty
32985,Enterprise,Technology
33005,Enterprise,General Services
33007,Enterprise,Haulage
33011,Limited Liability,Food & Beverage
33014,Enterprise,Others
33019,Enterprise,Fashion & Beauty
33032,Sole Proprietorship,Utilities
33047,Enterprise,Food & Beverage
33057,Enterprise,Digital Services
33060,Enterprise,Auto Parts
33064,Enterprise,Technology
33066,Enterprise,Schools
33073,Enterprise,Auto Parts
33076,Enterprise,Auto Parts
33078,Enterprise,Others
33084,Enterprise,Travel & Hospitality
33095,Enterprise,Haulage
33097,Enterprise,Leisure & Entertainment
33101,Enterprise,Technology
33106,Enterprise,Others
33111,Enterprise,Food & Beverage
33115,Enterprise,Others
33119,Enterprise,E-Commerce
33121,Enterprise,Construction
33122,Sole Proprietorship,Technology
33123,Enterprise,Electronics
33127,Enterprise,Fashion & Beauty
33131,Enterprise,Auto Parts
33132,Enterprise,Digital Services
33136,Enterprise,Construction
33138,Enterprise,Household items
33139,Enterprise,General Services
33141,Enterprise,Financial Services
33149,Enterprise,Others
33154,Enterprise,Fashion & Beauty
33169,Sole Proprietorship,Furniture
33174,Sole Proprietorship,Agriculture
33221,Enterprise,Technology
33230,Enterprise,General Services
33232,Enterprise,Food & Beverage
33234,Enterprise,Fashion & Beauty
33239,Enterprise,Restaurant and Food
33244,Enterprise,Electronics
33245,Sole Proprietorship,Others
33250,Enterprise,Auto Parts
33251,Enterprise,Digital Services
33253,Enterprise,Others
33281,Enterprise,Fashion & Beauty
33283,Enterprise,Household items
33286,Enterprise,Food & Beverage
33288,Enterprise,General Services
33293,Enterprise,Food & Beverage
33300,Enterprise,Agriculture
33304,Enterprise,Fashion & Beauty
33309,Enterprise,Electronics
33314,Enterprise,Leisure & Entertainment
33316,Enterprise,Food & Beverage
33319,Enterprise,General Services
33332,Enterprise,General Services
33333,Enterprise,Digital Services
33335,Enterprise,General Services
33337,Enterprise,Others
33344,Sole Proprietorship,Fashion & Beauty
33349,Enterprise,Others
33350,Enterprise,Haulage
33357,Enterprise,Fashion & Beauty
33360,Enterprise,Technology
33426,Enterprise,Fashion & Beauty
33436,Enterprise,Fashion & Beauty
33441,Enterprise,Others
33447,Enterprise,Fashion & Beauty
33452,Sole Proprietorship,Agriculture
33454,Enterprise,Leisure & Entertainment
33461,Enterprise,Technology
33463,Enterprise,Agriculture
33464,Enterprise,Food & Beverage
33465,Enterprise,Others
33472,Enterprise,E-Commerce
33480,Enterprise,Fashion & Beauty
33481,Enterprise,General Services
33486,Enterprise,Food & Beverage
33489,Enterprise,Food & Beverage
33491,Enterprise,Fashion & Beauty
33496,Enterprise,Fashion & Beauty
33499,Enterprise,Digital Services
33501,Enterprise,General Services
33508,Enterprise,Digital Services
33513,Enterprise,Others
33514,Enterprise,Fashion & Beauty
33515,Enterprise,General Services
33518,Enterprise,Fashion & Beauty
33531,Sole Proprietorship,Fashion & Beauty
33532,Enterprise,Furniture
33533,Enterprise,Fashion & Beauty
33536,Enterprise,Food & Beverage
33541,Enterprise,Logistics
33543,Enterprise,Fashion & Beauty
33545,Enterprise,Fashion & Beauty
33546,Enterprise,Electronics
33549,Sole Proprietorship,Auto Parts
33553,Enterprise,Fashion & Beauty
33579,Sole Proprietorship,Others
33585,Enterprise,Agriculture
33626,Enterprise,Food & Beverage
33627,Enterprise,Technology
33636,Sole Proprietorship,Press & Media
33647,Enterprise,Fashion & Beauty
33660,Enterprise,Food & Beverage
33668,Enterprise,Electronics
33671,Enterprise,Agriculture
33676,Enterprise,Fashion & Beauty
33681,Enterprise,Others
33684,Enterprise,Membership Groups
33689,Enterprise,Food & Beverage
33694,Limited Liability,Technology
33696,Enterprise,Press & Media
33697,Enterprise,Others
33702,Enterprise,Digital Services
33704,Enterprise,Electronics
33705,Enterprise,Construction
33711,Enterprise,Others
33714,Enterprise,Electronics
33715,Enterprise,Food & Beverage
33717,Enterprise,Food & Beverage
33720,Sole Proprietorship,Others
33724,Enterprise,Fashion & Beauty
33729,Enterprise,Food & Beverage
33731,Enterprise,Others
33736,Enterprise,General Services
33741,Enterprise,General Services
33744,Enterprise,Food & Beverage
33745,Limited Liability,Leisure & Entertainment
33746,Enterprise,Others
33748,Enterprise,General Services
33750,Enterprise,Electronics
33760,Enterprise,Food & Beverage
33761,Enterprise,Fashion & Beauty
33764,Enterprise,Food & Beverage
33771,Enterprise,Electronics
33772,Enterprise,Fashion & Beauty
33774,Sole Proprietorship,General Services
33775,Enterprise,Technology
33776,Enterprise,Others
33779,Enterprise,Fashion & Beauty
33784,Enterprise,Others
33787,Enterprise,Digital Services
33794,Enterprise,Others
33796,Sole Proprietorship,Agriculture
33800,Enterprise,General Services
33802,Enterprise,Agriculture
33805,Enterprise,Construction
33812,Enterprise,General Services
33818,Enterprise,Fashion & Beauty
33820,Sole Proprietorship,Press & Media
33824,Enterprise,Restaurant and Food
33829,Enterprise,Financial Services
33832,Limited Liability,Financial Services
33838,Enterprise,Auto Parts
33841,Enterprise,Technology
33847,Enterprise,Construction
33848,Enterprise,General Services
33851,Enterprise,Electronics
33855,Sole Proprietorship,Agriculture
33863,Enterprise,Food & Beverage
33892,Enterprise,Haulage
33903,Sole Proprietorship,Digital Services
33914,Sole Proprietorship,Technology
33918,Enterprise,Hospitals & Health
33920,Enterprise,Fashion & Beauty
33924,Enterprise,Fashion & Beauty
33929,Enterprise,Construction
33930,Enterprise,Others
33951,Enterprise,Others
33953,Enterprise,Furniture
33954,Enterprise,Food & Beverage
33957,Enterprise,Fashion & Beauty
33958,Enterprise,Construction
33968,Enterprise,Others
33972,Enterprise,Others
33979,Limited Liability,Travel & Hospitality
33986,Enterprise,Hospitals & Health
33989,Enterprise,Food & Beverage
33993,Enterprise,Financial Services
33994,Enterprise,Food & Beverage
33997,Enterprise,Food & Beverage
34006,Enterprise,Fashion & Beauty
34008,Limited Liability,Furniture
34009,Enterprise,Fashion & Beauty
34018,Enterprise,Fashion & Beauty
34021,Enterprise,Food & Beverage
34034,Enterprise,Fashion & Beauty
34044,Limited Liability,General Services
34050,Enterprise,Household items
34060,Enterprise,Fashion & Beauty
34063,Enterprise,Others
34067,Enterprise,Household items
34069,Enterprise,Others
34147,Enterprise,Financial Services
34149,Enterprise,Restaurant and Food
34161,Enterprise,Others
34167,Enterprise,Electronics
34171,Limited Liability,Logistics
34202,Enterprise,E-Commerce
34204,Sole Proprietorship,Logistics
34206,Sole Proprietorship,Agriculture
34212,Sole Proprietorship,Household items
34219,Enterprise,Fashion & Beauty
34223,Enterprise,Technology
34225,Enterprise,Electronics
34227,Enterprise,Food & Beverage
34228,Enterprise,Others
34233,Sole Proprietorship,Technology
34235,Enterprise,Agriculture
34237,Enterprise,Others
34244,Enterprise,Press & Media
34247,Enterprise,Others
34249,Enterprise,Food & Beverage
34252,Enterprise,Fashion & Beauty
34253,Enterprise,Fashion & Beauty
34256,Enterprise,Food & Beverage
34260,Enterprise,Technology
34265,Enterprise,Fashion & Beauty
34277,Enterprise,Press & Media
34279,Enterprise,Construction
34280,Enterprise,Fashion & Beauty
34283,Sole Proprietorship,General Services
34285,Enterprise,Hospitals & Health
34287,Enterprise,General Services
34292,Enterprise,Agriculture
34294,Sole Proprietorship,Technology
34296,Enterprise,Fashion & Beauty
34297,Enterprise,Others
34302,Enterprise,Financial Services
34314,Enterprise,General Services
34319,Enterprise,Electronics
34322,Enterprise,Agriculture
34323,Enterprise,Others
34326,Enterprise,Fashion & Beauty
34328,Enterprise,Leisure & Entertainment
34335,Enterprise,Food & Beverage
34343,Enterprise,Fashion & Beauty
34354,Enterprise,Restaurant and Food
34382,Enterprise,Fashion & Beauty
34413,Enterprise,Schools
34445,Enterprise,E-Commerce
34448,Enterprise,Fashion & Beauty
34464,Enterprise,Construction
34467,Enterprise,Food & Beverage
34470,Enterprise,Construction
34477,Enterprise,Electronics
34481,Enterprise,General Services
34483,Enterprise,General Services
34488,Enterprise,Auto Parts
34490,Enterprise,Food & Beverage
34496,Enterprise,Fashion & Beauty
34497,Enterprise,Fashion & Beauty
34501,Limited Liability,Others
34505,Enterprise,Hospitals & Health
34506,Enterprise,Fashion & Beauty
34507,Enterprise,Electronics
34510,Sole Proprietorship,Leisure & Entertainment
34511,Enterprise,General Services
34512,Enterprise,Food & Beverage
34513,Enterprise,Technology
34514,Enterprise,Construction
34517,Limited Liability,E-Commerce
34526,Enterprise,Technology
34529,Enterprise,Financial Services
34530,Enterprise,Fashion & Beauty
34535,Sole Proprietorship,Financial Services
34536,Enterprise,Schools
34538,Enterprise,Fashion & Beauty
34539,Enterprise,Digital Services
34540,Enterprise,Fashion & Beauty
34543,Enterprise,Fashion & Beauty
34544,Enterprise,Fashion & Beauty
34562,Enterprise,Fashion & Beauty
34566,Enterprise,Auto Parts
34568,Enterprise,Auto Parts
34572,Enterprise,Fashion & Beauty
34580,Enterprise,NGOs
34586,Enterprise,Press & Media
34622,Sole Proprietorship,Technology
34661,Sole Proprietorship,Haulage
34674,Enterprise,Others
34675,Enterprise,Fashion & Beauty
34676,Enterprise,E-Commerce
34680,Enterprise,Fashion & Beauty
34682,Enterprise,Fashion & Beauty
34686,Enterprise,Fashion & Beauty
34690,Enterprise,Others
34699,Enterprise,Household items
34703,Enterprise,Fashion & Beauty
34705,Sole Proprietorship,General Services
34709,Sole Proprietorship,General Services
34710,Enterprise,Digital Services
34713,Enterprise,Electronics
34717,Enterprise,Fashion & Beauty
34718,Enterprise,Fashion & Beauty
34721,Enterprise,Others
34732,Enterprise,Others
34738,Enterprise,General Services
34744,Sole Proprietorship,Schools
34746,Enterprise,Others
34749,Enterprise,Fashion & Beauty
34753,Enterprise,General Services
34760,Enterprise,Fashion & Beauty
34761,Sole Proprietorship,Leisure & Entertainment
34769,Enterprise,General Services
34775,Enterprise,Food & Beverage
34811,Limited Liability,Digital Services
34816,Enterprise,Electronics
34852,Enterprise,Leisure & Entertainment
34855,Enterprise,Fashion & Beauty
34856,Sole Proprietorship,Technology
34866,Limited Liability,Digital Services
34868,Enterprise,Fashion & Beauty
34870,Enterprise,Fashion & Beauty
34878,Enterprise,Electronics
34879,Enterprise,Fashion & Beauty
34880,Enterprise,Fashion & Beauty
34886,Enterprise,Fashion & Beauty
34907,Sole Proprietorship,General Services
34914,Enterprise,Food & Beverage
34918,Enterprise,General Services
34919,Enterprise,Electronics
34928,Enterprise,Others
34939,Enterprise,Fashion & Beauty
34965,Limited Liability,Digital Services
34995,Enterprise,Household items
34998,Enterprise,Household items
34999,Sole Proprietorship,Agriculture
35009,Enterprise,Restaurant and Food
35014,Enterprise,Food & Beverage
35022,Enterprise,Electronics
35027,Enterprise,Fashion & Beauty
35029,Partnership,Financial Services
35032,Enterprise,Fashion & Beauty
35036,Enterprise,Others
35037,Enterprise,Fashion & Beauty
35039,Enterprise,Technology
35045,Enterprise,Auto Parts
35049,Enterprise,Agriculture
35050,Enterprise,Electronics
35052,Enterprise,Food & Beverage
35067,Enterprise,General Services
35069,Enterprise,Agriculture
35076,Enterprise,Press & Media
35084,Enterprise,Hospitals & Health
35092,Enterprise,Others
35093,Enterprise,General Services
35103,Enterprise,Schools
35131,Enterprise,Agriculture
35137,Sole Proprietorship,Auto Parts
35146,Sole Proprietorship,Fashion & Beauty
35153,Enterprise,Hospitals & Health
35156,Enterprise,General Services
35160,Enterprise,Food & Beverage
35161,Enterprise,Furniture
35165,Enterprise,Construction
35172,Enterprise,Digital Services
35173,Enterprise,Fashion & Beauty
35176,Enterprise,Others
35180,Enterprise,Fashion & Beauty
35182,Limited Liability,E-Commerce
35185,Enterprise,Fashion & Beauty
35188,Enterprise,Food & Beverage
35190,Limited Liability,Technology
35196,Sole Proprietorship,Agriculture
35200,Enterprise,Leisure & Entertainment
35207,Enterprise,Food & Beverage
35216,Enterprise,General Services
35217,Enterprise,Fashion & Beauty
35220,Limited Liability,E-Commerce
35221,Sole Proprietorship,General Services
35226,Enterprise,Others
35229,Enterprise,Food & Beverage
35232,Enterprise,Fashion & Beauty
35234,Enterprise,Others
35240,Enterprise,Technology
35247,Enterprise,Fashion & Beauty
35251,Enterprise,Fashion & Beauty
35253,Enterprise,Furniture
35260,Enterprise,Fashion & Beauty
35267,Enterprise,Digital Services
35274,Sole Proprietorship,Restaurant and Food
35275,Enterprise,Food & Beverage
35277,Enterprise,Fashion & Beauty
35282,Enterprise,Financial Services
35285,Enterprise,Food & Beverage
35307,Sole Proprietorship,Food & Beverage
35311,Enterprise,General Services
35316,Enterprise,Financial Services
35317,Enterprise,Furniture
35327,Enterprise,General Services
35345,Enterprise,Press & Media
35348,Enterprise,Utilities
35353,Enterprise,Utilities
35359,Enterprise,Technology
35363,Enterprise,Digital Services
35366,Enterprise,Electronics
35367,Limited Liability,General Services
35368,Enterprise,Food & Beverage
35379,Enterprise,Fashion & Beauty
35385,Enterprise,General Services
35390,Enterprise,Agriculture
35391,Enterprise,Fashion & Beauty
35395,Enterprise,Technology
35401,Enterprise,Utilities
35402,Enterprise,Fashion & Beauty
35410,Sole Proprietorship,Fashion & Beauty
35412,Enterprise,Auto Parts
35416,Enterprise,Fashion & Beauty
35419,Enterprise,Digital Services
35425,Enterprise,Fashion & Beauty
35428,Enterprise,Restaurant and Food
35431,Enterprise,Technology
35434,Enterprise,General Services
35449,Enterprise,General Services
35480,Enterprise,Agriculture
35484,Limited Liability,Technology
35491,Limited Liability,Technology
35566,Enterprise,Fashion & Beauty
35579,Enterprise,Food & Beverage
35581,Enterprise,Food & Beverage
35585,NGO,NGOs
35589,Enterprise,General Services
35590,Enterprise,Food & Beverage
35595,Enterprise,Financial Services
35597,Enterprise,Fashion & Beauty
35602,Enterprise,Food & Beverage
35607,Enterprise,Electronics
35612,Enterprise,Agriculture
35615,Enterprise,Fashion & Beauty
35631,Enterprise,Fashion & Beauty
35640,Enterprise,Digital Services
35643,Sole Proprietorship,Schools
35661,Enterprise,Food & Beverage
35665,Enterprise,Electronics
35673,Sole Proprietorship,Construction
35681,Enterprise,Technology
35682,Enterprise,General Services
35695,Enterprise,Food & Beverage
35701,Enterprise,Technology
35711,Sole Proprietorship,Restaurant and Food
35720,Enterprise,Fashion & Beauty
35722,Enterprise,Construction
35724,Enterprise,E-Commerce
35735,Limited Liability,E-Commerce
35741,Enterprise,Construction
35742,Enterprise,E-Commerce
35746,Enterprise,Others
35755,Enterprise,Food & Beverage
35804,Sole Proprietorship,Fashion & Beauty
35863,Enterprise,Fashion & Beauty
35865,Enterprise,Fashion & Beauty
35872,Limited Liability,Technology
35873,Enterprise,Food & Beverage
35879,Limited Liability,Digital Services
35890,Enterprise,Food & Beverage
35895,Limited Liability,Technology
35896,Enterprise,Others
35898,Enterprise,Auto Parts
35901,Enterprise,Digital Services
35907,Enterprise,Fashion & Beauty
35912,Enterprise,Haulage
35918,Enterprise,Fashion & Beauty
35922,Enterprise,Food & Beverage
35937,Enterprise,Fashion & Beauty
35944,Limited Liability,Digital Services
35947,Enterprise,Financial Services
35960,Enterprise,Press & Media
35990,Enterprise,Utilities
36007,Enterprise,Digital Services
36010,Enterprise,Household items
36070,Enterprise,General Services
36101,Sole Proprietorship,Technology
36121,Sole Proprietorship,Financial Services
36148,Sole Proprietorship,General Services
36153,Enterprise,Fashion & Beauty
36161,Enterprise,Restaurant and Food
36162,Enterprise,General Services
36172,Enterprise,Furniture
36173,Enterprise,Hospitals & Health
36177,Sole Proprietorship,Digital Services
36179,Enterprise,Hospitals & Health
36185,Limited Liability,Religious Organizations
36194,Enterprise,Digital Services
36196,Sole Proprietorship,Construction
36198,Sole Proprietorship,Agriculture
36205,Limited Liability,Technology
36206,Enterprise,Food & Beverage
36209,Sole Proprietorship,Household items
36213,Enterprise,Fashion & Beauty
36214,Enterprise,General Services
36229,Enterprise,Fashion & Beauty
36270,Sole Proprietorship,Fashion & Beauty
36271,Enterprise,Fashion & Beauty
36272,Enterprise,Others
36326,Enterprise,Food & Beverage
36335,Enterprise,Agriculture
36340,Enterprise,Financial Services
36377,Enterprise,Agriculture
36379,Limited Liability,Technology
36384,Enterprise,General Services
36410,Limited Liability,Electronics
36421,Enterprise,Construction
36427,Enterprise,Fashion & Beauty
36433,Limited Liability,Digital Services
36438,Limited Liability,Technology
36453,Enterprise,Food & Beverage
36482,Sole Proprietorship,Others
36493,Enterprise,Auto Parts
36521,Sole Proprietorship,Fashion & Beauty
36525,Enterprise,Financial Services
36533,Limited Liability,General Services
36576,Enterprise,Household items
36587,Sole Proprietorship,Digital Services
36602,Limited Liability,E-Commerce
36626,Sole Proprietorship,Construction
36633,Enterprise,Fashion & Beauty
36660,Enterprise,Fashion & Beauty
36692,Sole Proprietorship,Technology
36705,Enterprise,Technology
36711,Enterprise,Fashion & Beauty
36736,Sole Proprietorship,Others
36738,Sole Proprietorship,Others
36743,Sole Proprietorship,Food & Beverage
36772,Sole Proprietorship,Electronics
36806,Limited Liability,Technology
36867,Enterprise,General Services
36893,Enterprise,Digital Services
36898,Sole Proprietorship,Technology
36902,Sole Proprietorship,Technology
36920,Enterprise,Fashion & Beauty
36930,Enterprise,Others
36932,Enterprise,Food & Beverage
36939,Sole Proprietorship,Technology
36946,Sole Proprietorship,Others
36949,Enterprise,Others
36959,Sole Proprietorship,Technology
36961,Enterprise,Digital Services
36977,Limited Liability,Technology
36978,Enterprise,Fashion & Beauty
36982,Enterprise,Electronics
37003,Enterprise,Construction
37009,Enterprise,General Services
37013,Enterprise,Hospitals & Health
37018,Enterprise,General Services
37044,Enterprise,Food & Beverage
37066,Enterprise,Others
37072,Sole Proprietorship,Digital Services
37080,Sole Proprietorship,General Services
37082,Sole Proprietorship,Agriculture
37126,Enterprise,Food & Beverage
37135,Enterprise,Financial Services
37137,Enterprise,Fashion & Beauty
37143,Enterprise,Food & Beverage
37144,Enterprise,Fashion & Beauty
37149,Enterprise,Fashion & Beauty
37150,Enterprise,Others
37151,Enterprise,Fashion & Beauty
37177,Enterprise,Food & Beverage
37195,Enterprise,Fashion & Beauty
37202,Enterprise,Fashion & Beauty
37213,Enterprise,Fashion & Beauty
37219,Enterprise,Agriculture
37224,Enterprise,Construction
37230,Enterprise,Schools
37239,Sole Proprietorship,Schools
37276,Enterprise,Food & Beverage
37278,Enterprise,Food & Beverage
37281,Enterprise,Fashion & Beauty
37288,Enterprise,Fashion & Beauty
37289,Limited Liability,Food & Beverage
37298,Enterprise,Food & Beverage
37326,Enterprise,Digital Services
37328,Enterprise,Financial Services
37345,Limited Liability,Technology
37351,Enterprise,Fashion & Beauty
37353,Enterprise,Hospitals & Health
37364,Partnership,Others
37443,Enterprise,Press & Media
37446,Limited Liability,Others
37454,Enterprise,Financial Services
37455,Enterprise,Others
37457,Enterprise,Others
37459,Enterprise,General Services
37465,Enterprise,Electronics
37474,Enterprise,Fashion & Beauty
37481,Enterprise,General Services
37494,Enterprise,General Services
37501,Enterprise,Fashion & Beauty
37506,Enterprise,Construction
37512,Enterprise,Fashion & Beauty
37538,Enterprise,General Services
37544,Enterprise,Financial Services
37546,Limited Liability,Hospitals & Health
37553,Enterprise,Financial Services
37562,Enterprise,General Services
37574,Enterprise,Others
37595,Enterprise,Technology
37604,Sole Proprietorship,General Services
37622,Enterprise,Fashion & Beauty
37626,Sole Proprietorship,Utilities
37627,Enterprise,Digital Services
37662,Enterprise,Food & Beverage
37671,Enterprise,Fashion & Beauty
37677,Enterprise,Fashion & Beauty
37686,Enterprise,Financial Services
37687,Limited Liability,Technology
37695,Enterprise,Construction
37697,Enterprise,Schools
37710,Enterprise,Fashion & Beauty
37718,Enterprise,Electronics
37723,Enterprise,General Services
37725,Enterprise,Restaurant and Food
37726,Enterprise,General Services
37727,Limited Liability,Technology
37735,Enterprise,Fashion & Beauty
37739,Enterprise,Food & Beverage
37746,Enterprise,Fashion & Beauty
37756,Enterprise,General Services
37759,Enterprise,Electronics
37760,Partnership,Others
37763,Enterprise,Others
37774,Enterprise,General Services
37777,Enterprise,Fashion & Beauty
37779,Enterprise,Press & Media
37797,Enterprise,E-Commerce
37819,Enterprise,Food & Beverage
37824,Limited Liability,Technology
37848,Partnership,Agriculture
37849,Sole Proprietorship,Digital Services
37851,Sole Proprietorship,Financial Services
37868,Sole Proprietorship,General Services
37880,Sole Proprietorship,Leisure & Entertainment
37908,Enterprise,Fashion & Beauty
37921,Enterprise,Electronics
37922,Enterprise,Others
37927,Enterprise,Electronics
37946,Enterprise,Fashion & Beauty
37947,Enterprise,General Services
37951,Enterprise,Technology
37992,Sole Proprietorship,E-Commerce
38040,Enterprise,Construction
38041,Sole Proprietorship,Agriculture
38043,Enterprise,Others
38046,Sole Proprietorship,Others
38052,Limited Liability,Fashion & Beauty
38062,Enterprise,General Services
38086,Enterprise,Agriculture
38093,Enterprise,Others
38101,Sole Proprietorship,Logistics
38106,Enterprise,Financial Services
38112,Limited Liability,Utilities
38122,Enterprise,General Services
38141,Enterprise,Fashion & Beauty
38144,Enterprise,Financial Services
38189,Sole Proprietorship,General Services
38204,Enterprise,Fashion & Beauty
38218,Enterprise,Fashion & Beauty
38223,Enterprise,Auto Parts
38226,Enterprise,Fashion & Beauty
38228,Enterprise,Food & Beverage
38229,Enterprise,Agriculture
38232,Enterprise,Auto Parts
38235,Sole Proprietorship,General Services
38242,Enterprise,Food & Beverage
38243,Enterprise,Others
38248,Enterprise,Food & Beverage
38253,Limited Liability,Technology
38256,Enterprise,General Services
38268,Limited Liability,Agriculture
38308,Sole Proprietorship,Food & Beverage
38341,Enterprise,Food & Beverage
38354,Enterprise,Food & Beverage
38361,Enterprise,Household items
38362,Enterprise,Others
38376,Enterprise,Construction
38390,Enterprise,Hospitals & Health
38392,Enterprise,Agriculture
38410,Enterprise,Technology
38416,Enterprise,Fashion & Beauty
38419,Sole Proprietorship,Logistics
38422,Enterprise,Travel & Hospitality
38423,Enterprise,Fashion & Beauty
38427,Sole Proprietorship,Fashion & Beauty
38431,Enterprise,Fashion & Beauty
38439,Sole Proprietorship,Agriculture
38448,Enterprise,Agriculture
38453,Enterprise,Food & Beverage
38509,Enterprise,Fashion & Beauty
38517,Limited Liability,General Services
38525,Enterprise,E-Commerce
38528,Enterprise,Financial Services
38529,Enterprise,Agriculture
38531,Enterprise,Utilities
38534,Enterprise,Food & Beverage
38536,Enterprise,Auto Parts
38538,Enterprise,Fashion & Beauty
38541,Limited Liability,Financial Services
38556,Enterprise,Press & Media
38563,Enterprise,Fashion & Beauty
38568,Enterprise,Digital Services
38571,Enterprise,Food & Beverage
38580,Enterprise,Fashion & Beauty
38582,Enterprise,Food & Beverage
38593,Enterprise,Electronics
38594,Enterprise,General Services
38596,Enterprise,Fashion & Beauty
38598,Enterprise,General Services
38601,Enterprise,Auto Parts
38657,Sole Proprietorship,Household items
38668,Sole Proprietorship,Fashion & Beauty
38669,Enterprise,Schools
38691,Enterprise,Digital Services
38694,Enterprise,Others
38698,Enterprise,Others
38699,Enterprise,Food & Beverage
38702,Enterprise,Fashion & Beauty
38703,Enterprise,General Services
38704,Enterprise,Fashion & Beauty
38709,Enterprise,General Services
38711,Enterprise,Fashion & Beauty
38716,Enterprise,Agriculture
38723,Enterprise,Food & Beverage
38727,Enterprise,Fashion & Beauty
38730,Enterprise,Fashion & Beauty
38731,Enterprise,Fashion & Beauty
38736,Enterprise,Agriculture
38738,Enterprise,Auto Parts
38741,Enterprise,Fashion & Beauty
38751,Enterprise,Fashion & Beauty
38752,Enterprise,Technology
38756,Enterprise,Fashion & Beauty
38757,Enterprise,Others
38758,Limited Liability,Others
38762,Enterprise,General Services
38764,Enterprise,Household items
38768,Enterprise,Financial Services
38772,Limited Liability,Financial Services
38776,Enterprise,Household items
38779,Limited Liability,Restaurant and Food
38780,Enterprise,Furniture
38783,Enterprise,Financial Services
38787,Enterprise,Construction
38788,Enterprise,Food & Beverage
38789,Enterprise,Digital Services
38804,Enterprise,Fashion & Beauty
38813,Enterprise,Electronics
38853,Limited Liability,Hospitals & Health
38862,Limited Liability,Technology
38863,Enterprise,Agriculture
38890,Enterprise,Others
38891,Enterprise,Construction
38901,Enterprise,General Services
38914,Enterprise,Furniture
38918,Sole Proprietorship,Food & Beverage
38944,Enterprise,Construction
38947,Enterprise,General Services
38948,Enterprise,Technology
38950,Enterprise,Fashion & Beauty
38951,Enterprise,Others
38952,Enterprise,Fashion & Beauty
38954,Enterprise,Others
38965,Enterprise,Food & Beverage
38966,Enterprise,General Services
38973,Enterprise,General Services
38987,Enterprise,Others
38990,Enterprise,Food & Beverage
38994,Enterprise,Food & Beverage
39003,Enterprise,Auto Parts
39005,Sole Proprietorship,E-Commerce
39007,Enterprise,Food & Beverage
39030,Enterprise,General Services
39041,Enterprise,Fashion & Beauty
39049,Enterprise,Agriculture
39061,Enterprise,Fashion & Beauty
39062,Sole Proprietorship,General Services
39075,Enterprise,Fashion & Beauty
39091,Sole Proprietorship,Agriculture
39097,Sole Proprietorship,Logistics
39100,Enterprise,Digital Services
39101,Enterprise,General Services
39110,Enterprise,Logistics
39118,Enterprise,Logistics
39128,Enterprise,Press & Media
39136,Enterprise,Fashion & Beauty
39142,Enterprise,General Services
39145,Sole Proprietorship,Agriculture
39146,Enterprise,Digital Services
39149,Enterprise,Utilities
39151,Enterprise,Restaurant and Food
39152,Enterprise,Digital Services
39155,Enterprise,Fashion & Beauty
39168,Enterprise,Fashion & Beauty
39182,Enterprise,Fashion & Beauty
39191,Enterprise,Food & Beverage
39194,Sole Proprietorship,Digital Services
39195,Enterprise,Food & Beverage
39196,Enterprise,Others
39197,Enterprise,General Services
39199,Enterprise,Financial Services
39201,Enterprise,Auto Parts
39203,Enterprise,Food & Beverage
39208,Sole Proprietorship,Logistics
39209,Enterprise,Agriculture
39212,Enterprise,Fashion & Beauty
39216,Enterprise,General Services
39218,Enterprise,Others
39221,Enterprise,Electronics
39223,Enterprise,Food & Beverage
39227,Limited Liability,Food & Beverage
39229,Enterprise,Food & Beverage
39231,Enterprise,Fashion & Beauty
39236,Enterprise,Fashion & Beauty
39244,Enterprise,Others
39245,Enterprise,General Services
39246,Limited Liability,E-Commerce
39255,Enterprise,Others
39258,Enterprise,Electronics
39273,Enterprise,Digital Services
39300,Partnership,Others
39321,Enterprise,E-Commerce
39323,Enterprise,Fashion & Beauty
39324,Enterprise,Others
39327,Enterprise,E-Commerce
39329,Enterprise,Fashion & Beauty
39333,Enterprise,Leisure & Entertainment
39338,Sole Proprietorship,General Services
39342,Enterprise,Fashion & Beauty
39344,Enterprise,Financial Services
39347,Enterprise,Fashion & Beauty
39353,Enterprise,General Services
39355,Enterprise,Construction
39357,Enterprise,Others
39359,Enterprise,Food & Beverage
