id,registration_type,industry,transaction_type,amount,ledger_balance,available_balance,date,difference,churn
19930,Partnership,Food & Beverage,credit,26.88,-22225.05,-22225.05,2022-06-23,1,0
19963,Limited Liability,Digital Services,credit,10.75,0.0,0.0,2022-05-18,7,0
20005,Enterprise,Financial Services,credit,100.0,0.0,0.0,2022-05-17,229,1
20050,Sole Proprietorship,Agriculture,credit,200.0,0.0,0.0,2022-08-23,131,0
20071,Enterprise,General Services,credit,1.0,-960.75,-960.75,2022-05-16,205,1
20082,Enterprise,Auto Parts,credit,10.75,0.0,0.0,2022-05-17,9,0
20130,Enterprise,Digital Services,credit,2.0,-990.75,-990.75,2022-05-18,205,1
20147,Sole Proprietorship,Others,credit,2.0,0.0,0.0,2022-05-17,82,0
20165,Sole Proprietorship,Fashion & Beauty,credit,1.0,0.0,0.0,2022-06-27,184,0
20205,Sole Proprietorship,Schools,credit,10.0,0.0,0.0,2022-06-29,161,0
20230,Sole Proprietorship,Agriculture,credit,12000.0,0.0,0.0,2022-05-22,224,1
20260,Sole Proprietorship,Technology,credit,500.0,0.0,0.0,2022-05-24,2,0
20301,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-07-01,153,0
20459,Enterprise,Hospitals & Health,credit,10.75,0.0,0.0,2022-06-26,189,1
20541,Enterprise,Fashion & Beauty,credit,2.0,-960.75,-960.75,2022-05-23,205,1
20545,Enterprise,Auto Parts,credit,2000.0,0.0,0.0,2022-06-17,198,1
20546,Enterprise,Furniture,credit,1.0,-960.75,-960.75,2022-05-28,205,1
20575,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-05-29,153,0
20590,Enterprise,Food & Beverage,credit,0.01,0.0,0.0,2022-06-30,21,0
20683,Enterprise,Electronics,credit,2000.0,0.0,0.0,2022-05-21,225,1
20705,Limited Liability,Agriculture,credit,26.88,0.0,0.0,2022-05-20,122,0
20734,Enterprise,Agriculture,credit,100.0,0.0,0.0,2022-05-25,52,0
20768,Enterprise,Digital Services,credit,9.0,-987.63,-987.63,2022-05-23,205,1
20782,Limited Liability,E-Commerce,credit,500.0,0.0,0.0,2022-05-21,63,0
20823,Sole Proprietorship,General Services,credit,12000.0,0.0,0.0,2022-05-19,227,1
20853,Enterprise,Technology,credit,5.0,-953.75,-953.75,2022-05-20,61,0
20857,Enterprise,General Services,credit,10.75,-910.75,-910.75,2022-05-20,205,1
20867,Enterprise,Financial Services,credit,2.0,-980.75,-980.75,2022-05-20,205,1
20913,Partnership,Technology,credit,10.75,0.0,0.0,2022-05-31,12,0
20971,Limited Liability,General Services,credit,13.0,0.0,0.0,2022-05-24,5,0
20977,Limited Liability,Travel & Hospitality,credit,10.75,0.0,0.0,2022-05-21,3,0
21078,Sole Proprietorship,General Services,credit,10.0,-972.14,-972.14,2022-05-21,164,0
21096,Enterprise,Construction,credit,9.0,0.0,0.0,2022-05-26,153,0
21099,Limited Liability,Others,credit,10.75,0.0,0.0,2022-05-29,5,0
21208,Limited Liability,Agriculture,credit,10.75,-920.57,-920.57,2022-05-24,1,0
21362,Enterprise,Technology,credit,4.0,0.0,0.0,2022-05-23,180,0
21373,Enterprise,Financial Services,credit,200.0,0.0,0.0,2022-05-24,209,1
21395,Enterprise,Construction,credit,4.0,-882.25,-882.25,2022-05-24,186,1
21412,Enterprise,General Services,credit,10.75,-304.02,-304.02,2022-07-22,3,0
21615,Enterprise,General Services,credit,1.0,0.0,0.0,2022-05-25,205,1
21628,Limited Liability,Others,credit,53.75,0.0,0.0,2022-07-15,122,0
21865,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-04,184,0
21868,Sole Proprietorship,Travel & Hospitality,credit,7.0,0.0,0.0,2022-06-24,153,0
21876,Enterprise,Fashion & Beauty,credit,2.0,-999.75,-999.75,2022-05-30,205,1
22125,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-10-10,72,0
22240,Enterprise,General Services,credit,500.0,0.0,0.0,2022-06-11,204,1
22537,Limited Liability,Leisure & Entertainment,credit,26.88,0.0,0.0,2022-06-14,61,0
22750,Sole Proprietorship,Food & Beverage,credit,10.75,-998.38,-998.38,2022-05-26,184,0
22818,Enterprise,Financial Services,credit,2.0,-998.75,-998.75,2022-05-29,205,1
22829,Sole Proprietorship,Others,credit,5.0,-193.78,-193.78,2022-06-08,17,0
23151,Enterprise,Technology,credit,20.0,0.0,0.0,2022-07-11,174,0
23184,Sole Proprietorship,Food & Beverage,credit,10.75,-987.54,-987.54,2022-05-25,7,0
23186,Limited Liability,Technology,credit,2855.0,0.0,0.0,2022-06-28,187,1
23241,Partnership,Financial Services,credit,50.0,0.0,0.0,2022-05-30,216,1
23409,Sole Proprietorship,Others,credit,12000.0,0.0,0.0,2022-05-27,219,1
23462,Sole Proprietorship,General Services,credit,9.46,0.0,0.0,2022-05-27,12,0
23730,Sole Proprietorship,Food & Beverage,credit,1.0,0.0,0.0,2022-06-10,184,0
23788,Enterprise,Others,credit,100.0,0.0,0.0,2022-06-04,211,1
23818,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-08-03,122,0
23881,Sole Proprietorship,Hospitals & Health,credit,12000.0,0.0,0.0,2022-06-04,211,1
24055,Enterprise,General Services,credit,10.75,-249.31,-249.31,2022-06-01,12,0
24090,Limited Liability,General Services,credit,12000.0,0.0,0.0,2022-05-31,64,0
24119,Limited Liability,General Services,credit,10.75,-459.5,-459.5,2022-07-02,31,0
24143,Enterprise,Electronics,credit,26.88,-139.79,-139.79,2022-06-03,153,0
24651,Partnership,Digital Services,credit,10.75,0.0,0.0,2022-07-07,7,0
24802,Limited Liability,Others,credit,2000.0,0.0,0.0,2022-06-06,209,1
24877,Sole Proprietorship,General Services,credit,1000.0,0.0,0.0,2022-08-01,153,0
25043,Enterprise,Hospitals & Health,credit,3.0,-1107.68,-1107.68,2022-06-01,3,0
25093,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-08-18,109,0
25684,Enterprise,General Services,credit,10.75,0.0,0.0,2022-06-22,192,1
25753,Limited Liability,Digital Services,credit,26.88,0.0,0.0,2022-06-02,3,0
26026,Enterprise,Technology,credit,3.0,-6.27,-6.27,2022-06-07,31,0
26117,Enterprise,Restaurant and Food,credit,500.0,0.0,0.0,2022-06-01,214,1
26364,Sole Proprietorship,Food & Beverage,credit,5.0,0.0,0.0,2022-06-11,153,0
26588,Limited Liability,Furniture,credit,10.75,0.0,0.0,2022-06-02,153,0
26597,Enterprise,Construction,credit,2.0,0.0,0.0,2022-07-21,153,0
26709,Sole Proprietorship,General Services,credit,10.75,0.0,0.0,2022-06-03,10,0
26718,Limited Liability,Financial Services,credit,1.0,0.0,0.0,2022-07-10,61,0
27152,Enterprise,Digital Services,credit,500.0,0.0,0.0,2022-06-04,211,1
27173,Enterprise,Restaurant and Food,credit,10.75,-650.13,-650.13,2022-06-07,27,0
27435,Sole Proprietorship,Food & Beverage,credit,15.0,0.0,0.0,2022-06-08,61,0
27536,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-06-04,2,0
27568,Limited Liability,Hospitals & Health,credit,12000.0,0.0,0.0,2022-10-20,73,0
27598,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-06-23,8,0
27699,Enterprise,E-Commerce,credit,5.0,0.0,0.0,2022-07-31,79,0
27714,Sole Proprietorship,E-Commerce,credit,24000.0,0.0,0.0,2022-06-29,186,1
27716,Enterprise,Food & Beverage,credit,0.99,-87.94,-87.94,2022-07-06,1,0
27894,Sole Proprietorship,Technology,credit,10.75,-6071.74,-6071.74,2022-06-27,121,0
28239,Sole Proprietorship,Auto Parts,credit,10.75,-1377.02,-1377.02,2022-06-07,92,0
29073,Enterprise,Others,credit,500.0,0.0,0.0,2022-06-07,208,1
29445,Partnership,Leisure & Entertainment,credit,10.75,0.0,0.0,2022-06-08,1,0
29687,Limited Liability,E-Commerce,credit,986.0,0.0,0.0,2022-09-04,119,0
30090,Enterprise,Food & Beverage,credit,10.75,-199.84,-199.84,2022-06-12,31,0
30184,Enterprise,Fashion & Beauty,credit,0.01,0.0,0.0,2022-06-07,1,0
30186,Limited Liability,Others,credit,10.75,0.0,0.0,2022-06-24,1,0
30196,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-06-09,2,0
30211,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-09,184,0
30249,Limited Liability,Construction,credit,2.0,0.0,0.0,2022-06-14,184,0
30263,Enterprise,Haulage,credit,1.0,0.0,0.0,2022-08-01,122,0
30318,Limited Liability,Technology,credit,10.75,-1040.38,-1040.38,2022-06-09,2,0
30327,Limited Liability,Technology,credit,10.0,0.0,0.0,2022-07-29,1,0
30455,Enterprise,Construction,credit,5.0,0.0,0.0,2022-06-13,184,0
30499,Enterprise,Others,credit,2.0,0.0,0.0,2022-10-13,61,0
30584,Enterprise,General Services,credit,10.75,0.0,0.0,2022-08-03,133,0
30608,Limited Liability,Digital Services,credit,4431.0,0.0,0.0,2022-06-10,53,0
30850,Sole Proprietorship,Leisure & Entertainment,credit,500.0,0.0,0.0,2022-08-17,137,0
30986,Sole Proprietorship,Construction,credit,1000.0,0.0,0.0,2022-08-08,146,0
31140,Enterprise,Construction,credit,3.0,0.0,0.0,2022-06-25,184,0
31175,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-06-16,4,0
31186,Limited Liability,Electronics,credit,10.75,0.0,0.0,2022-06-21,74,0
31218,Enterprise,Restaurant and Food,credit,10.75,0.0,0.0,2022-06-17,23,0
31231,Enterprise,Electronics,credit,1.0,0.0,0.0,2022-06-16,184,0
31259,Limited Liability,E-Commerce,credit,10.75,0.0,0.0,2022-06-15,1,0
31264,Enterprise,Auto Parts,credit,13.0,0.0,0.0,2022-06-16,184,0
31266,Enterprise,Fashion & Beauty,credit,5.0,0.0,0.0,2022-06-16,184,0
31294,Enterprise,Technology,credit,3000.0,0.0,0.0,2022-06-19,137,0
31380,Enterprise,General Services,credit,100.0,0.0,0.0,2022-06-16,199,1
31390,Enterprise,Furniture,credit,2.0,0.0,0.0,2022-07-23,153,0
31425,Enterprise,Others,credit,1.0,0.0,0.0,2022-06-20,184,0
31457,Enterprise,Construction,credit,5.0,0.0,0.0,2022-07-01,139,0
31501,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-16,184,0
31503,Enterprise,Fashion & Beauty,credit,1000.0,0.0,0.0,2022-07-04,181,0
31506,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-26,153,0
31530,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-06-17,153,0
31535,Enterprise,Fashion & Beauty,credit,2.0,-2.0,-2.0,2022-06-17,153,0
31557,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-06-22,184,0
31560,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-07-04,153,0
31575,Enterprise,Construction,credit,1.0,0.0,0.0,2022-07-31,122,0
31596,Enterprise,General Services,credit,4.0,0.0,0.0,2022-10-05,61,0
31627,Limited Liability,General Services,credit,10.75,0.0,0.0,2022-11-05,8,0
31652,Limited Liability,Financial Services,credit,26.88,0.0,0.0,2022-06-16,1,0
31667,Enterprise,General Services,credit,3.0,0.0,0.0,2022-06-18,184,0
31674,Enterprise,Electronics,credit,9.0,0.0,0.0,2022-06-15,61,0
31679,Enterprise,Others,credit,2.0,0.0,0.0,2022-06-16,184,0
31685,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-06-16,184,0
31759,Enterprise,Fashion & Beauty,credit,2.0,-2.0,-2.0,2022-06-17,170,0
31768,Enterprise,Electronics,credit,10.75,0.0,0.0,2022-07-11,153,0
31942,Partnership,Hospitals & Health,credit,8.0,0.0,0.0,2022-07-06,24,0
31951,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-21,184,0
31970,Enterprise,Auto Parts,credit,1.0,0.0,0.0,2022-06-19,31,0
32051,Enterprise,General Services,credit,1.0,0.0,0.0,2022-06-29,122,0
32075,Enterprise,E-Commerce,credit,2.0,0.0,0.0,2022-06-24,184,0
32093,Enterprise,E-Commerce,credit,1.0,-2.0,-2.0,2022-06-23,153,0
32177,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-16,153,0
32219,Enterprise,General Services,credit,2.0,0.0,0.0,2022-06-17,184,0
32231,Enterprise,Others,credit,1.0,0.0,0.0,2022-06-17,184,0
32251,Enterprise,General Services,credit,6.0,0.0,0.0,2022-07-12,122,0
32259,Limited Liability,Digital Services,credit,10.75,-2904.96,-2904.96,2022-08-12,2,0
32265,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-07-26,61,0
32290,Enterprise,General Services,credit,4.0,0.0,0.0,2022-06-18,184,0
32295,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-06-30,153,0
32307,Partnership,Technology,credit,10.75,0.0,0.0,2022-06-17,153,0
32311,Enterprise,Fashion & Beauty,credit,7.0,0.0,0.0,2022-06-17,153,0
32314,Enterprise,Agriculture,credit,7.0,0.0,0.0,2022-06-22,184,0
32318,Enterprise,Hospitals & Health,credit,10.75,0.0,0.0,2022-10-19,15,0
32322,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-14,153,0
32363,Enterprise,General Services,credit,2.0,0.0,0.0,2022-06-17,184,0
32388,Sole Proprietorship,Press & Media,credit,10.75,-984.38,-984.38,2022-06-17,1,0
32390,Limited Liability,Others,credit,10.75,0.0,0.0,2022-06-21,20,0
32447,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-06-19,184,0
32453,Enterprise,Construction,credit,2.0,-2.0,-2.0,2022-06-21,153,0
32455,Enterprise,Others,credit,2.0,0.0,0.0,2022-08-23,122,0
32465,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-06-19,184,0
32469,Sole Proprietorship,Digital Services,credit,10.0,0.0,0.0,2022-06-15,1,0
32504,Enterprise,Food & Beverage,credit,1000.0,0.0,0.0,2022-06-20,194,1
32516,Limited Liability,Restaurant and Food,credit,10.75,0.0,0.0,2022-06-30,20,0
32569,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-07-05,153,0
32593,Sole Proprietorship,Fashion & Beauty,credit,900.0,0.0,0.0,2022-07-06,83,0
32727,Enterprise,E-Commerce,credit,10.75,0.0,0.0,2022-06-20,184,0
32822,Enterprise,Construction,credit,1.0,0.0,0.0,2022-06-20,21,0
32830,Enterprise,General Services,credit,1.0,0.0,0.0,2022-06-20,153,0
32837,Sole Proprietorship,Technology,credit,10.75,0.0,0.0,2022-06-25,153,0
32842,Enterprise,Electronics,credit,2.0,0.0,0.0,2022-06-29,184,0
32906,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-06-23,184,0
32917,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-23,184,0
32927,Enterprise,Others,credit,2.0,0.0,0.0,2022-06-21,180,0
32929,Limited Liability,Technology,credit,53.75,0.0,0.0,2022-06-21,61,0
32931,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-21,184,0
32944,Limited Liability,Construction,credit,53.75,0.0,0.0,2022-07-12,31,0
32953,Enterprise,Technology,credit,2.0,0.0,0.0,2022-06-21,184,0
32958,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-06-21,184,0
32967,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-23,184,0
33005,Enterprise,General Services,credit,100.0,0.0,0.0,2022-06-22,193,1
33060,Enterprise,Auto Parts,credit,2.0,0.0,0.0,2022-07-26,153,0
33097,Enterprise,Leisure & Entertainment,credit,10.75,0.0,0.0,2022-07-29,101,0
33106,Enterprise,Others,credit,2.0,0.0,0.0,2022-06-21,184,0
33115,Enterprise,Others,credit,2.0,0.0,0.0,2022-06-22,184,0
33122,Sole Proprietorship,Technology,credit,10.75,0.0,0.0,2022-06-20,75,0
33139,Enterprise,General Services,credit,500.0,0.0,0.0,2022-06-20,184,0
33141,Enterprise,Financial Services,credit,10.75,0.0,0.0,2022-07-05,180,0
33149,Enterprise,Others,credit,2.0,0.0,0.0,2022-06-25,184,0
33234,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-06-20,184,0
33245,Sole Proprietorship,Others,credit,1.0,0.0,0.0,2022-07-07,153,0
33288,Enterprise,General Services,credit,1.0,0.0,0.0,2022-06-30,153,0
33360,Enterprise,Technology,credit,2.0,0.0,0.0,2022-06-23,184,0
33441,Enterprise,Others,credit,10.75,0.0,0.0,2022-06-23,1,0
33472,Enterprise,E-Commerce,credit,10.75,0.0,0.0,2022-07-02,183,0
33531,Sole Proprietorship,Fashion & Beauty,credit,7.0,0.0,0.0,2022-11-10,31,0
33627,Enterprise,Technology,credit,1.0,-2.0,-2.0,2022-06-21,153,0
33636,Sole Proprietorship,Press & Media,credit,10.75,-7372.04,-7372.04,2022-06-21,2,0
33694,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-06-21,61,0
33745,Limited Liability,Leisure & Entertainment,credit,53.75,0.0,0.0,2022-06-22,153,0
33750,Enterprise,Electronics,credit,10.75,0.0,0.0,2022-06-24,184,0
33761,Enterprise,Fashion & Beauty,credit,200.0,0.0,0.0,2022-06-22,193,1
33764,Enterprise,Food & Beverage,credit,1.0,0.0,0.0,2022-06-30,153,0
33787,Enterprise,Digital Services,credit,1.0,0.0,0.0,2022-07-14,153,0
33800,Enterprise,General Services,credit,19.0,0.0,0.0,2022-06-23,184,0
33832,Limited Liability,Financial Services,credit,26.88,0.0,0.0,2022-06-23,31,0
33841,Enterprise,Technology,credit,2.0,0.0,0.0,2022-06-22,184,0
33892,Enterprise,Haulage,credit,10.75,-478.57,-478.57,2022-07-11,49,0
33914,Sole Proprietorship,Technology,credit,7.0,-199.96,-199.96,2022-07-04,2,0
33918,Enterprise,Hospitals & Health,credit,2.0,0.0,0.0,2022-06-26,184,0
33930,Enterprise,Others,credit,2.0,0.0,0.0,2022-06-22,184,0
33958,Enterprise,Construction,credit,2.0,0.0,0.0,2022-06-23,184,0
33979,Limited Liability,Travel & Hospitality,credit,10.75,0.0,0.0,2022-11-10,4,0
34008,Limited Liability,Furniture,credit,10.75,0.0,0.0,2022-06-26,1,0
34009,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-03,153,0
34044,Limited Liability,General Services,credit,10.75,-467.14,-467.14,2022-06-24,122,0
34171,Limited Liability,Logistics,credit,10.75,0.0,0.0,2022-06-27,12,0
34233,Sole Proprietorship,Technology,credit,11.0,0.0,0.0,2022-07-22,153,0
34237,Enterprise,Others,credit,2.0,-2.0,-2.0,2022-06-23,31,0
34244,Enterprise,Press & Media,credit,2.0,0.0,0.0,2022-06-22,7,0
34249,Enterprise,Food & Beverage,credit,1000.0,0.0,0.0,2022-07-05,180,0
34322,Enterprise,Agriculture,credit,1.0,-2.0,-2.0,2022-06-24,153,0
34328,Enterprise,Leisure & Entertainment,credit,1.0,0.0,0.0,2022-07-03,153,0
34445,Enterprise,E-Commerce,credit,2.0,0.0,0.0,2022-06-23,184,0
34448,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-07-06,153,0
34510,Sole Proprietorship,Leisure & Entertainment,credit,26.88,0.0,0.0,2022-06-24,61,0
34529,Enterprise,Financial Services,credit,1.0,-98.41,-98.41,2022-06-25,122,0
34686,Enterprise,Fashion & Beauty,credit,9.0,0.0,0.0,2022-06-24,184,0
34713,Enterprise,Electronics,credit,2.0,-2.0,-2.0,2022-06-29,3,0
34732,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-07,1,0
34811,Limited Liability,Digital Services,credit,12000.0,0.0,0.0,2022-07-01,184,0
34852,Enterprise,Leisure & Entertainment,credit,2.0,0.0,0.0,2022-07-05,153,0
34886,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-06-29,184,0
34965,Limited Liability,Digital Services,credit,10.75,0.0,0.0,2022-07-06,92,0
35052,Enterprise,Food & Beverage,credit,3.0,0.0,0.0,2022-07-03,153,0
35092,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-01,153,0
35131,Enterprise,Agriculture,credit,200.0,0.0,0.0,2022-07-03,182,0
35146,Sole Proprietorship,Fashion & Beauty,credit,10.75,0.0,0.0,2022-07-26,31,0
35156,Enterprise,General Services,credit,2.0,0.0,0.0,2022-08-01,122,0
35182,Limited Liability,E-Commerce,credit,10.75,0.0,0.0,2022-09-15,1,0
35190,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-07-07,3,0
35196,Sole Proprietorship,Agriculture,credit,10.75,-1435.21,-1435.21,2022-07-01,31,0
35220,Limited Liability,E-Commerce,credit,100.0,0.0,0.0,2022-06-28,187,1
35226,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-07,153,0
35253,Enterprise,Furniture,credit,2.0,0.0,0.0,2022-07-01,153,0
35282,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-07-28,153,0
35307,Sole Proprietorship,Food & Beverage,credit,10.75,0.0,0.0,2022-06-28,3,0
35327,Enterprise,General Services,credit,500.0,0.0,0.0,2022-06-30,185,1
35348,Enterprise,Utilities,credit,2.0,0.0,0.0,2022-06-29,184,0
35410,Sole Proprietorship,Fashion & Beauty,credit,12000.0,0.0,0.0,2022-08-23,131,0
35416,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-08-07,122,0
35484,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-06-29,153,0
35585,NGO,NGOs,credit,10.0,0.0,0.0,2022-07-06,88,0
35597,Enterprise,Fashion & Beauty,credit,2000.0,0.0,0.0,2022-07-02,183,0
35673,Sole Proprietorship,Construction,credit,26.88,0.0,0.0,2022-06-30,2,0
35681,Enterprise,Technology,credit,2.0,0.0,0.0,2022-06-29,153,0
35701,Enterprise,Technology,credit,2.0,0.0,0.0,2022-07-18,153,0
35735,Limited Liability,E-Commerce,credit,53.75,-2183.75,-2183.75,2022-07-03,31,0
35746,Enterprise,Others,credit,1.0,0.0,0.0,2022-06-30,153,0
35863,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-05,153,0
35879,Limited Liability,Digital Services,credit,6.0,0.0,0.0,2022-07-06,5,0
35895,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-07-09,2,0
35944,Limited Liability,Digital Services,credit,12000.0,0.0,0.0,2022-08-31,122,0
35947,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-07-28,153,0
36177,Sole Proprietorship,Digital Services,credit,10.75,0.0,0.0,2022-07-04,2,0
36196,Sole Proprietorship,Construction,credit,10.75,0.0,0.0,2022-07-04,153,0
36205,Limited Liability,Technology,credit,12000.0,0.0,0.0,2022-07-12,173,0
36270,Sole Proprietorship,Fashion & Beauty,credit,7.0,0.0,0.0,2022-07-05,153,0
36272,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-05,153,0
36335,Enterprise,Agriculture,credit,1000.0,0.0,0.0,2022-07-08,177,0
36379,Limited Liability,Technology,credit,26.88,0.0,0.0,2022-07-05,31,0
36410,Limited Liability,Electronics,credit,100.0,0.0,0.0,2022-08-02,152,0
36438,Limited Liability,Technology,credit,5.0,0.0,0.0,2022-07-04,29,0
36493,Enterprise,Auto Parts,credit,4.0,0.0,0.0,2022-07-15,153,0
36705,Enterprise,Technology,credit,2050.0,0.0,0.0,2022-07-13,172,0
36806,Limited Liability,Technology,credit,53.75,0.0,0.0,2022-07-08,61,0
36867,Enterprise,General Services,credit,10.75,0.0,0.0,2022-07-09,153,0
36939,Sole Proprietorship,Technology,credit,26.88,0.0,0.0,2022-10-06,2,0
37013,Enterprise,Hospitals & Health,credit,2500.0,0.0,0.0,2022-07-17,67,0
37143,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-07-28,153,0
37326,Enterprise,Digital Services,credit,2.0,0.0,0.0,2022-07-20,153,0
37345,Limited Liability,Technology,credit,10.75,0.0,0.0,2022-08-09,116,0
37364,Partnership,Others,credit,19.0,0.0,0.0,2022-07-11,9,0
37454,Enterprise,Financial Services,credit,2.0,0.0,0.0,2022-07-28,153,0
37494,Enterprise,General Services,credit,0.01,-343.0,-1843.0,2022-07-07,31,0
37546,Limited Liability,Hospitals & Health,credit,0.0,0.0,0.0,2022-07-20,1,0
37671,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-08-02,17,0
37686,Enterprise,Financial Services,credit,1.0,0.0,0.0,2022-07-15,65,0
37687,Limited Liability,Technology,credit,25.0,0.0,0.0,2022-09-26,2,0
37695,Enterprise,Construction,credit,2.0,0.0,0.0,2022-07-07,153,0
37849,Sole Proprietorship,Digital Services,credit,26.88,0.0,0.0,2022-07-08,11,0
38043,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-16,153,0
38052,Limited Liability,Fashion & Beauty,credit,10.75,-192.76,-192.76,2022-07-15,1,0
38101,Sole Proprietorship,Logistics,credit,10.75,-4739.49,-4739.49,2022-07-13,1,0
38106,Enterprise,Financial Services,credit,1.0,0.0,0.0,2022-07-13,153,0
38141,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-22,153,0
38204,Enterprise,Fashion & Beauty,credit,10.75,0.0,0.0,2022-07-20,122,0
38218,Enterprise,Fashion & Beauty,credit,2.0,0.0,0.0,2022-07-19,153,0
38223,Enterprise,Auto Parts,credit,10.75,-119.38,-119.38,2022-07-17,26,0
38232,Enterprise,Auto Parts,credit,4.0,0.0,0.0,2022-07-22,133,0
38248,Enterprise,Food & Beverage,credit,2000.0,0.0,0.0,2022-07-28,157,0
38361,Enterprise,Household items,credit,1.0,0.0,0.0,2022-08-23,122,0
38376,Enterprise,Construction,credit,1.0,0.0,0.0,2022-07-15,92,0
38431,Enterprise,Fashion & Beauty,credit,1.0,0.0,0.0,2022-07-14,153,0
38509,Enterprise,Fashion & Beauty,credit,30.0,0.0,0.0,2022-09-17,106,0
38536,Enterprise,Auto Parts,credit,2020.0,0.0,0.0,2022-07-16,169,0
38541,Limited Liability,Financial Services,credit,12000.0,0.0,0.0,2022-07-21,164,0
38563,Enterprise,Fashion & Beauty,credit,100.0,0.0,0.0,2022-07-30,155,0
38571,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-07-21,153,0
38582,Enterprise,Food & Beverage,credit,2.0,0.0,0.0,2022-07-18,153,0
38668,Sole Proprietorship,Fashion & Beauty,credit,0.0,0.0,0.0,2022-07-30,1,0
38709,Enterprise,General Services,credit,2.0,0.0,0.0,2022-07-15,153,0
38738,Enterprise,Auto Parts,credit,1.0,0.0,0.0,2022-08-31,92,0
38741,Enterprise,Fashion & Beauty,credit,1000.0,0.0,0.0,2022-07-26,140,0
38758,Limited Liability,Others,credit,12000.0,0.0,0.0,2022-07-21,164,0
38772,Limited Liability,Financial Services,credit,53.75,0.0,0.0,2022-07-22,7,0
38779,Limited Liability,Restaurant and Food,credit,0.01,0.0,0.0,2022-07-13,1,0
38789,Enterprise,Digital Services,credit,26.88,0.0,0.0,2022-07-22,2,0
38813,Enterprise,Electronics,credit,2.0,0.0,0.0,2022-07-16,153,0
38853,Limited Liability,Hospitals & Health,credit,10.75,0.0,0.0,2022-07-17,3,0
38890,Enterprise,Others,credit,2.0,0.0,0.0,2022-07-15,153,0
38973,Enterprise,General Services,credit,2.0,0.0,0.0,2022-07-15,153,0
39030,Enterprise,General Services,credit,6.0,0.0,0.0,2022-07-22,31,0
39101,Enterprise,General Services,credit,1.0,0.0,0.0,2022-08-03,122,0
39236,Enterprise,Fashion & Beauty,credit,6.0,0.0,0.0,2022-07-18,153,0
39246,Limited Liability,E-Commerce,credit,10.75,-666.08,-666.08,2022-07-20,29,0
39258,Enterprise,Electronics,credit,5.0,0.0,0.0,2022-08-08,122,0
